Name,Set code,Language,Quantity
Sunlit Marsh,FIC,de,1
Sunscorched Divide,FIC,de,1
Suplex,FIN,de,2
Swallowed by Leviathan,FIN,de,1
Swiftfoot Boots,FIC,de,1
Syncopate,FIN,de,2
"Syr Konrad, the Grim",FCA,en,1
Talisman of Conviction,FIC,de,1
Talisman of Indulgence,FIC,de,1
"Terra, Herald of Hope",FIC,de,1
The Blackjack,TFIC,de,2
The Earth Crystal,FIN,de,1
"The Falcon, Airship Restored",FIC,de,1
The Gold Saucer,FIN,de,1
The Masamune,FIN,de,1
The Monarch,TFIC,de,2
The Prima Vista,FIN,de,1
The Wandering Minstrel,FIN,de,2
The Warring Triad,FIC,de,1
"Tidus, Blitzball Star",FIN,de,1
Tifa's Limit Break,FIN,de,1
Tonberry,FIN,de,1
"Torgal, A Fine Hound",FIN,de,2
Town Greeter,FIN,de,2
Tragic Arrogance,FIC,de,1
Treasure,TFIN,de,6
"Ultros, Obnoxious Octopus",FIN,de,1
"Umaro, Raging Yeti",FIC,de,1
Undercity Dire Rat,FIN,de,1
"Venser, Shaper Savant",FCA,de,1
Vincent's Limit Break,FIN,de,1
Warrior's Sword,FIN,de,4
Wayfarer's Bauble,FIC,de,1
Weapons Vendor,FIN,de,1
Wizard,TFIN,de,1
"Zidane, Tantalus Thief",FIN,de,2
