Name,Set code,Language,Quantity
Brainspoil,RAV,de,1
Brainstorm,CST,de,3
Bramblewood Paragon,MOR,de,1
Breath of Fury,C16,de,1
Brutal Deceiver,CHK,de,2
Bull Aurochs,CSP,de,1
Burden of Greed,DST,de,1
Burn Trail,SHM,de,1
Burning-Tree Bloodscale,GPT,de,1
Burr Grafter,CHK,de,4
Cage of Hands,CMR,de,2
Call to Glory,CHK,de,4
Callous Deceiver,CHK,de,2
Cancel,10E,de,1
Candles' Glow,CHK,de,1
Carnivorous Plant,ATH,de,1
Carom,RVR,de,2
Carry Away,DST,de,1
Catalog,8ED,de,1
Centaur Safeguard,RAV,de,2
Ceremonial Guard,MMQ,de,1
Changeling Sentinel,MOR,de,1
Channel the Suns,5DN,de,1
Chant of Vitu-Ghazi,MOC,de,1
Chartooth Cougar,JVC,de,1
Chastise,9ED,de,1
Chill to the Bone,CSP,de,1
Chimeric Egg,DST,de,1
Chimney Imp,MRD,de,1
Chord of Calling,RVR,de,1
Chorus of the Conclave,CMD,de,1
Chromatic Sphere,MRD,de,3
Cinderhaze Wretch,SHM,de,1
Circle of Affliction,PLC,de,2
Circle of Protection: Black,9ED,de,1
Circle of Protection: Red,9ED,de,1
Citanul Woodreaders,TSR,de,1
Civic Wayfinder,DDR,de,2
Clinging Darkness,RAV,de,3
Cloud Elemental,MM2,de,1
Cloudpost,M3C,de,1
Coalhauler Swine,RAV,de,1
Coastal Hornclaw,8ED,de,1
Coiling Oracle,BLC,de,1
Commandeer,CMM,de,1
Commune with Nature,CHK,de,2
Conclave Equenaut,DDF,de,1
Conclave's Blessing,RAV,de,1
Condescend,JVC,de,1
Confiscate,CMR,de,2
Conjurer's Bauble,5DN,de,1
Consuming Vortex,CHK,de,2
Convolute,RAV,de,2
Coral Eel,9ED,de,2
Counsel of the Soratami,10E,de,3
Cover of Winter,CSP,de,1
Cradle to Grave,PLC,de,1
Crafty Pathmage,10E,de,1
Cremate,GPT,de,1
Crossbow Infantry,9ED,de,4
Crushing Pain,CHK,de,1
Cry of Contrition,GPT,de,2
Cryoclasm,10E,de,1
Crypt Champion,GK2,de,1
Customs Depot,MMQ,de,1
Cytospawn Shambler,DIS,de,2
Dampen Thought,MMA,de,1
Dance of Shadows,CHK,de,1
"Darien, King of Kjeldor",MKC,de,1
Darksteel Citadel,C21,de,2
Darksteel Colossus,FDN,de,1
Darksteel Pendant,DST,de,1
Dawn Charm,CMR,de,1
Dawn's Reflection,C18,de,1
Deadly Grub,TSR,de,2
Deadwood Treefolk,DMR,de,2
Death-Mask Duplicant,DST,de,1
Deepfire Elemental,C13,de,1
Deeptread Merrow,LRW,de,1
Dehydration,10E,de,1
Delirium Skeins,MM3,de,2
Demon's Horn,DVD,de,1
Desperate Ritual,MMA,de,1
Devoted Retainer,CHK,de,1
Devouring Greed,MM2,de,2
Devouring Rage,CHK,de,1
Dimir Aqueduct,DSC,de,1
Dimir Guildmage,CLU,de,1
Dimir House Guard,RVR,de,1
Dire Undercurrents,SHM,de,1
Disciple of Tevesh Szat,CSP,de,1
Disenchant,CST,de,1
Distress,10E,de,2
Diving Griffin,8ED,de,2
Dizzy Spell,RAV,de,3
Dogpile,RAV,de,1
Dracoplasm,TMP,de,1
Dragon Blood,DDL,de,1
Dream's Grip,MRD,de,1
Dreamscape Artist,TSR,de,1
Drekavac,DIS,de,1
Drelnoch,CSP,de,1
Drift of Phantasms,RVR,de,2
Drill-Skimmer,DST,de,2
Dripping-Tongue Zubera,CHK,de,3
Dromad Purebred,RAV,de,2
Dryad's Caress,RAV,de,2
"Duskmantle, House of Shadow",RAV,de,1
Dust Corona,PLC,de,1
Eager Cadet,8ED,de,1
Earthshaker,CHK,de,1
Echoing Calm,DST,de,2
Echoing Courage,A25,de,1
Echoing Decay,DST,de,1
Echoing Ruin,DST,de,2
Echoing Truth,DMC,de,2
Electrolyze,GK1,de,1
Elemental Resonance,DIS,de,1
Elf Warrior,TEVG,de,1
Elves of Deep Shadow,GK1,de,1
Elvish Bard,9ED,de,1
Elvish Warrior,EVG,de,2
Ember-Fist Zubera,CHK,de,1
Emberstrike Duo,SHM,de,1
Emissary of Despair,DST,de,1
Enemy of the Guildpact,DIS,de,1
Enigma Eidolon,DIS,de,3
Enormous Baloth,M10,de,2
Enrage,DPA,de,1
Enrage,DPA,en,1
Enslave,TSR,de,1
Entropic Eidolon,DIS,de,1
Essence Drain,DST,de,3
Ethereal Haze,CHK,de,1
Ethereal Usher,RAV,de,1
Everbark Shaman,MOR,de,1
Evolution Charm,TSR,de,1
Exhaustion,P02,de,1
Fa'adiyah Seer,PLC,de,2
Facevaulter,MMA,de,1
Faith's Fetters,RVR,de,1
False Summoning,P02,de,1
Farhaven Elf,KHC,de,1
Farseek,RVR,de,2
Farsight Mask,PCA,de,1
Fear,10E,de,4
Feast of Flesh,CSP,de,1
Feast of Worms,CHK,de,1
Fencer's Magemark,GPT,de,1
Ferropede,5DN,de,1
Fertile Ground,WOC,de,1
Fertile Imagination,DIS,de,1
Field Marshal,10E,de,1
Field of Reality,CHK,de,3
Fiery Conclusion,PCA,de,1
Fighting Drake,8ED,de,1
Firebreathing,9ED,de,1
Firefright Mage,PLC,de,2
Fists of Ironwood,RVR,de,1
Flamekin Brawler,JVC,de,1
Flamekin Spitfire,LRW,de,1
Flare of Cultivation,MH3,de,1
Flaring Flame-Kin,CNS,de,1
Flash Conscription,RAV,de,1
Flash Counter,8ED,de,1
Flash Foliage,DIS,de,1
Fleeting Image,9ED,de,1
Flight,6ED,de,1
Flight,9ED,de,1
Floating-Dream Zubera,CHK,de,1
Flood,BRB,de,1
Flow of Ideas,RAV,de,1
Fodder Cannon,8ED,de,1
Fold into Aether,5DN,de,1
Fractured Loyalty,MRD,de,1
Frazzle,GPT,de,2
Freewind Equenaut,DDL,de,3
Frenzied Goblin,GK1,de,1
Frogmite,MM2,de,1
Frostling,BOK,de,1
Frostweb Spider,CSP,de,1
Fugitive Wizard,9ED,de,1
Furnace Dragon,DST,de,1
Fury Charm,IMA,de,1
Gaddock Teeg,UMA,de,1
Gale Force,CHK,de,1
Galvanic Arc,RAV,de,1
Gelectrode,GK1,de,1
Gelid Shackles,CSP,de,1
General's Kabuto,CHK,de,1
Genju of the Falls,A25,de,2
Ghost Tactician,PLC,de,1
Ghost Warden,10E,de,2
Giant Octopus,9ED,de,3
Giant Tortoise,4ED,de,1
Giantbaiting,MM3,de,1
Gibbering Kami,CHK,de,2
Glacial Plating,CSP,de,1
Glacial Ray,MMA,de,2
Gliding Licid,STH,en,1
Glint-Eye Nephilim,DMC,de,1
Glorious Anthem,10E,de,1
Glory Seeker,9ED,de,3
Gnat Alley Creeper,DIS,de,1
Goblin Brawler,5DN,de,1
Goblin Cavaliers,S99,de,1
Goblin Chariot,9ED,de,1
Goblin Flectomancer,GPT,de,1
Goblin Gardener,7ED,de,1
Goblin Replica,MRD,de,1
Goblin Rimerunner,CSP,de,1
Godless Shrine,RVR,de,1
"Godo, Bandit Warlord",CMM,de,1
Goldmeadow Dodger,LRW,de,1
Goldmeadow Harrier,DDF,de,1
Golem-Skin Gauntlets,2XM,de,1
Golgari Rotwurm,MM3,de,1
Gossamer Phantasm,TSR,de,2
Graceful Adept,CHK,de,2
Grave Peril,C15,de,1
Gravedigger,M19,de,1
Grayscaled Gharial,RAV,de,1
Greater Mossdog,RVR,de,1
Grinning Ignus,TSR,de,1
Grizzly Bears,10E,de,5
Groffskithur,MRD,de,1
Groundskeeper,9ED,de,1
Gruul Guildmage,RVR,de,1
Gruul Signet,CMD,de,1
Gruul War Plow,GPT,de,1
Guardian of Solitude,CHK,de,1
Guardian of the Guildpact,DIS,de,1
Guardian of Vitu-Ghazi,RAV,de,1
Guardian's Magemark,GPT,de,2
Haazda Exonerator,DIS,de,1
Halcyon Glaze,RAV,de,1
Hallow,DST,de,1
Hana Kami,MMA,de,4
Harmonize,TSR,de,1
Harsh Deceiver,CHK,de,1
Havoc,TMP,de,1
Haze of Rage,TSR,de,1
Healer's Headdress,5DN,de,2
Healing Leaves,PLC,de,1
Healing Salve,DVD,de,1
Heliophial,5DN,de,1
Helium Squirter,CLU,de,1
Heroes Remembered,PLC,de,1
Highway Robber,DDM,de,1
"Higure, the Still Wind",PCA,de,1
Hill Giant,9ED,de,3
Hinder,2XM,de,1
Hisoka's Guard,CHK,de,1
Holy Day,9ED,de,1
Honden of Life's Web,EMA,de,1
Honden of Night's Reach,EMA,de,2
Honor Guard,9ED,de,4
Honor-Worn Shaku,CMM,de,1
Horizon Seed,CHK,de,1
Horned Turtle,M10,de,6
Hornet Harasser,LRW,de,1
Horror of Horrors,9ED,de,1
Hostile Realm,MOR,de,1
Hypervolt Grasp,GPT,de,1
Ichor Slick,DMR,de,1
Immolation,4ED,de,1
Imp's Mischief,CMM,de,1
"Iname, Death Aspect",CHK,de,1
Indentured Oaf,RAV,de,1
Index,M13,de,1
Indrik Stomphowler,NCC,de,1
Induce Paranoia,RAV,de,1
Infectious Host,RAV,de,3
Inflame,DST,de,1
Inflame,PCY,de,1
Into the North,CSP,de,1
Isperia the Inscrutable,GK2,de,1
Ivory Cup,8ED,de,1
Izzet Boilerworks,M3C,de,3
Izzet Chronarch,CMD,de,3
Izzet Guildmage,RVR,de,1
Izzet Signet,CMD,de,1
Jodah's Avenger,TSR,de,1
Joiner Adept,5DN,de,1
Jötun Grunt,CMD,de,1
Jötun Owl Keeper,CSP,de,1
Joyous Respite,CHK,de,3
Junktroller,RVR,de,1
Kabuto Moth,CHK,de,1
Kaijin of the Vanishing Touch,BOK,de,3
Kami of Fire's Roar,CHK,de,2
Kami of Lunacy,CHK,de,2
Kami of the Hunt,CHK,de,2
Kami of the Palace Fields,CHK,de,1
Kami of the Waning Moon,CHK,de,2
Kami of Twisted Reflection,CHK,de,2
Karplusan Wolverine,CSP,de,1
Karstoderm,DST,de,1
Kill-Suit Cultist,DIS,de,1
King Cheetah,9ED,de,1
Kinsbaile Skirmisher,DDO,de,1
Kinscaer Harpoonist,SHM,de,1
Kithkin Greatheart,MMA,de,1
Kithkin Harbinger,LRW,de,1
Kithkin Soldier,TKHC,de,1
Kithkin Soldier,TLRW,de,1
Kithkin Zephyrnaut,MOR,de,1
Kitsune Blademaster,CHK,de,1
Kitsune Diviner,CHK,de,1
Kitsune Healer,CHK,de,1
Kitsune Palliator,BOK,de,1
Kitsune Riftwalker,CHK,de,1
Kjeldoran Elite Guard,CST,de,2
Kjeldoran Gargoyle,DMR,de,1
Kjeldoran Home Guard,CST,de,1
Kjeldoran Outrider,CSP,de,3
Kjeldoran Pride,CST,de,1
Kjeldoran War Cry,CSP,de,1
Knight of Sursi,TSR,de,1
Kodama of the South Tree,CHK,de,1
Kodama's Might,CHK,de,2
Kodama's Reach,OTC,de,4
Konda's Hatamoto,CHK,de,1
Kraken's Eye,M12,de,3
Krark-Clan Grunt,MRD,de,1
Krark-Clan Shaman,MRD,de,1
Kris Mage,MMQ,de,1
Krovikan Whispers,CSP,de,1
Lace with Moonglove,CN2,de,1
Lammastide Weave,LRW,de,1
Lantern Kami,CHK,de,1
Lash Out,CMD,de,1
Last Gasp,RVR,de,1
Lat-Nam's Legacy,CST,de,2
Latchkey Faerie,ZNC,de,1
Lava Axe,M19,de,4
Lava Spike,MMA,de,1
Leaden Myr,HOP,de,1
Leave No Trace,RAV,de,1
Legerdemain,TMP,de,1
Leonin Battlemage,DST,de,1
Leonin Bola,DST,de,2
Leonin Elder,MRD,de,2
Leonin Skyhunter,FDN,de,1
Leonin Squire,5DN,de,3
Leyline of Lightning,GPT,de,1
Lifted by Clouds,CHK,de,2
Lightning Elemental,M12,de,4
Lightning Hounds,MMQ,de,1
Loaming Shaman,RVR,de,1
Long-Forgotten Gohei,MM2,de,1
Looming Shade,M10,de,2
Loxodon Gatekeeper,RAV,de,1
Loxodon Mystic,DST,de,1
Loxodon Warhammer,ONC,de,1
Lucent Liminid,FUT,de,1
Lunge,MMQ,de,1
Lure,8ED,de,1
Lure,IMA,de,1
Lurebound Scarecrow,SHM,de,1
Macabre Waltz,ORI,de,3
Machinate,DST,de,2
Magewright's Stone,RVR,de,1
Maggot Carrier,8ED,de,1
Magma Giant,P02,de,1
Magmatic Core,CSP,de,1
Magus of the Tabernacle,PLC,de,1
Mahamoti Djinn,UMA,de,1
Malach of the Dawn,PLC,de,1
Mana Leak,9ED,de,2
Mantle of Leadership,PLC,de,2
Mark of Eviction,RAV,de,1
Marsh Gas,4ED,de,1
Martyr of Ashes,CSP,de,2
Martyr of Frost,JVC,de,1
Martyr of Sands,UMA,de,1
Martyr of Spores,CSP,de,1
Mass of Ghouls,FUT,de,1
Medicine Runner,SHM,de,1
Megrim,DPA,de,1
Memnarch,ARC,de,1
Memory Sluice,SHM,de,1
Mending Hands,9ED,de,2
Merfolk Thaumaturgist,PLC,de,1
Metal Fatigue,DST,de,2
Midnight Covenant,CHK,de,1
Might of Oaks,9ED,de,1
Minamo Sightbender,DDI,de,2
Minamo's Meddling,BOK,de,1
Mind Rot,W16,de,1
Mindblaze,CHK,de,1
Minister of Impediments,DIS,de,5
Mire Boa,TSR,de,2
Mirrodin's Core,CNS,de,1
Misguided Rage,SCG,de,1
Mistblade Shinobi,PCA,de,3
Mistral Charger,EMA,de,2
Mogg Hollows,BRB,de,1
Mogg Squad,TMP,de,1
Molten Rain,MRD,de,1
Moonglove Changeling,MOR,de,1
Moonglove Extract,IMA,de,1
Moonlight Bargain,C18,de,1
Mosquito Guard,DDF,de,1
Moss Kami,CHK,de,2
Mothrider Samurai,CHK,de,2
Mountain Goat,6ED,de,1
Mourning Thrull,RVR,de,1
Murk Dwellers,5ED,de,1
Myr Adapter,MRD,de,2
Myr Landshaper,DST,de,3
Myr Moonvessel,DST,de,2
Myr Quadropod,5DN,de,1
Mystic Melting,CSP,de,1
Mystic Restraints,CHK,de,3
Mystical Tutor,6ED,de,1
Naturalize,9ED,de,1
Necrogen Spellbomb,MRD,de,1
Nectar Faerie,LRW,de,1
Needlepeak Spider,TSR,de,2
Nemesis Mask,DST,de,1
Nettling Curse,DIS,de,1
Neurok Familiar,MRD,de,1
Neurok Prodigy,DST,de,1
Nightguard Patrol,RAV,de,1
Nim Devourer,MRD,de,1
Nine-Ringed Bo,CHK,de,1
Ninja of the Deep Hours,C18,de,3
"Nivix, Aerie of the Firemind",DDJ,de,1
No-Dachi,CHK,de,1
Norwood Ranger,9ED,de,4
Nourish,DST,de,1
"Novijen, Heart of Progress",C21,de,1
Oakgnarl Warrior,DDR,de,2
Oblivion Stone,CM2,de,1
Ocular Halo,DIS,de,4
Ogre Gatecrasher,DIS,de,1
Ogre Savant,DDJ,de,2
Ogre Taskmaster,P02,de,1
Omnibian,GK2,de,1
Orcish Artillery,8ED,de,1
Order of the Sacred Bell,9ED,de,1
Ornithopter,10E,de,2
Orochi Ranger,CHK,de,1
Orzhov Euthanist,RVR,de,1
Orzhov Guildmage,CLU,de,1
"Orzhova, the Church of Deals",GPT,de,1
Overrule,DDI,de,2
Ovinize,PLC,de,1
Oxidda Golem,JVC,de,1
Pacifism,BBD,de,1
Pain Magnification,DIS,de,1
Paladin of Prahv,DDG,de,1
Palliation Accord,DIS,de,1
Pallid Mycoderm,TSR,de,2
Panacea,MMQ,de,1
Panic Attack,9ED,de,1
Paradise Mantle,MMA,de,1
Pariah's Shield,RVR,de,1
Part the Veil,CHK,de,1
Pearl Shard,MRD,de,1
Peel from Reality,RAV,de,2
Pegasus Charger,9ED,de,1
Petals of Insight,MMA,de,1
Petrahydrox,RVR,de,4
Phantom Warrior,BBD,de,2
Phantom Wings,BOK,de,2
Phobian Phantasm,CSP,de,1
Pillar of the Paruns,2X2,de,1
Pillory of the Sleepless,GPT,de,1
Pinecrest Ridge,CHK,de,1
Pious Kitsune,CHK,de,2
Piracy Charm,TSR,de,1
Plasma Elemental,5DN,de,1
Plumes of Peace,DIS,de,3
Porphyry Nodes,TSR,de,2
Portent,CST,de,2
Poultice Sliver,TSR,de,2
Power Sink,TMP,de,1
"Prahv, Spires of Order",DIS,de,3
Preeminent Captain,M15,de,1
Prickly Boggart,MOR,de,1
Primeval Light,GPT,de,1
Primeval Shambler,8ED,de,1
Proper Burial,DIS,de,1
Psychic Puppetry,CHK,de,2
Psychotic Fury,DIS,de,2
Psychotrope Thallid,PLC,de,1
Pteron Ghost,DST,de,1
Pull Under,CHK,de,4
Pulling Teeth,MOR,de,1
Puppeteer,9ED,de,2
Pure // Simple,DIS,de,1
Purge,DST,de,1
Pyrohemia,CMA,de,1
Pyromatics,GK1,de,3
Quickchange,RAV,de,3
Quiet Purity,CHK,de,1
Qumulox,MM2,de,2
"Radha, Heir to Keld",TSR,de,1
Rag Dealer,CHK,de,1
Ragged Veins,CHK,de,2
Raging Goblin,EVG,de,1
Rain of Blades,M13,de,1
Rain of Embers,RAV,de,1
Rakdos Carnarium,CLU,de,1
Rakdos Guildmage,RVR,de,1
Rakdos Ickspitter,DIS,de,1
Rakdos Pit Dragon,RVR,de,1
Rampant Growth,9ED,de,2
Rathi Dragon,9ED,de,1
Rathi Trapper,TSR,de,1
Razor Barrier,DDF,de,1
Razor Golem,DST,de,1
Razorgrass Screen,5DN,de,1
Reach Through Mists,DDS,de,2
Reality Acid,TSR,de,1
Reap and Sow,DST,de,1
Rebuff the Wicked,TSR,de,1
Rebuking Ceremony,DST,de,1
Reflex Sliver,TSR,de,1
Regeneration,9ED,de,1
Regress,MRD,de,1
Reinforcements,CST,de,1
Reito Lantern,CNS,de,1
Remove Soul,10E,de,5
Rend Spirit,CHK,de,1
Repeal,CLU,de,3
Reroute,RAV,de,1
Restless Bones,GPT,de,1
Retract,DST,de,1
Reverse Damage,9ED,de,1
Ridged Kusite,TSR,de,1
Rimebound Dead,CSP,de,2
Riot Spikes,GK2,de,3
Rishadan Airship,MMQ,de,1
River Kaijin,CHK,de,4
River's Grasp,SHM,de,1
"Rix Maadi, Dungeon Palace",C19,de,1
Rod of Ruin,9ED,de,1
Rod of Ruin,M14,de,1
Rolling Spoil,RAV,de,1
Rolling Thunder,HOP,de,1
Ronin Warclub,BOK,de,2
Ronom Hulk,CSP,de,1
Ronom Unicorn,AFC,de,2
Rootgrapple,LRW,de,1
Rootwalla,W17,de,2
Rough // Tumble,TSR,de,1
Rune Snag,UMA,de,2
Runeboggle,GPT,de,3
Sabertooth Alley Cat,RAV,de,1
Sabretooth Tiger,6ED,de,3
Sacred Nectar,9ED,de,3
Sage Aven,9ED,de,2
Sage Owl,10E,de,2
Sage Owl,6ED,de,1
Sage Owl,8ED,de,1
Sage's Dousing,MOR,de,1
Salvaging Station,5DN,de,1
Samurai of the Pale Curtain,CHK,de,1
Sandstone Warrior,TMP,de,1
Sandstorm Eidolon,DIS,de,3
Scale of Chiss-Goria,MRD,de,1
Scarred Vinebreeder,LRW,de,1
Scars of the Veteran,CST,de,1
Scatter the Seeds,GK1,de,1
Scattering Stroke,CMD,de,1
Screams from Within,DST,de,1
Scuttlemutt,M20,de,1
Scuttling Death,MM2,de,4
Sea Monster,9ED,de,1
Sea Serpent,4ED,de,1
Seal of Doom,MM3,de,1
Seal of Primordium,TSR,de,1
Seasoned Marshal,DDF,de,1
Seat of the Synod,C18,de,2
Second Sight,DST,de,1
Selesnya Guildmage,CLU,de,1
Selesnya Sanctuary,CLU,de,2
Serpent Skin,CHK,de,1
Serpent Warrior,9ED,de,1
Sewerdreg,RAV,de,1
Shadow Lance,GPT,de,1
Shapeshifter,TC18,de,1
Shard Volley,MOR,de,1
Shatter,9ED,de,1
Shimmering Wings,TMP,de,1
"Shisato, Whispering Hunter",CHK,de,1
Shock,9ED,de,4
Shock,BTD,de,1
Shrieking Grotesque,GPT,de,2
Shuko,BOK,de,1
Shuriken,BOK,de,1
Sift,2XM,de,2
Silent-Chant Zubera,CHK,de,1
Silhana Ledgewalker,OTC,de,1
Silhana Starfletcher,GPT,de,2
Silkwing Scout,DIS,de,1
Silver Myr,NEC,de,1
Simian Spirit Guide,A25,de,2
Simic Basilisk,DIS,de,1
Simic Growth Chamber,DSC,de,1
Simic Initiate,MM2,de,1
Simic Ragworm,DIS,de,1
Simic Signet,RVR,de,3
Sinew Sliver,CMM,de,2
Singe,PLS,de,1
Sinstriker's Will,GPT,de,1
Sire of the Storm,VOC,de,1
Skarrgan Pit-Skulk,GK2,de,1
Skred,CSP,de,2
Skullcage,ARC,de,1
Skullclamp,MOC,de,1
Skullmead Cauldron,DIS,de,1
Sky Hussar,RVR,de,2
Skyhunter Patrol,DDG,de,1
Skyhunter Prowler,10E,de,3
Skyhunter Skirmisher,MM2,de,1
Skyreach Manta,MM2,de,1
Skyrider Trainee,GPT,de,1
Skyscribing,CMD,de,1
Slaughterhouse Bouncer,DIS,de,2
Sleight of Hand,S99,de,1
Sleight of Hand,UMA,de,1
Slingshot Goblin,PLS,de,1
Slith Ascendant,CMR,de,1
Slith Bloodletter,MRD,de,1
Snapping Drake,10E,de,2
Soilshaper,CHK,de,3
Sokenzan Bruiser,CHK,de,2
Soldier Replica,MRD,de,1
Somber Hoverguard,MM2,de,2
Soratami Cloudskater,CHK,de,5
Soratami Mirror-Guard,CHK,de,4
Soratami Rainshaper,CHK,de,2
Soratami Savant,CHK,de,1
Soratami Seer,CHK,de,1
Soul of Magma,CHK,de,2
Soul Warden,MM3,de,1
Soulsworn Jury,DIS,de,6
Sparkmage Apprentice,RAV,de,1
Specter's Shroud,DST,de,1
Spellbinder,DST,de,1
Spiketail Hatchling,10E,de,1
Spined Wurm,8ED,de,1
Spire Golem,JVC,de,1
Spirit Link,8ED,de,2
Spitting Earth,S99,de,1
Spitting Sliver,PLC,de,2
Sporeback Troll,DIS,de,3
Springjack Knight,LRW,de,1
Spur Grappler,PCY,de,1
Squall Drifter,CSP,de,1
Squealing Devil,DIS,de,1
Squelch,CHK,de,1
Stalking Vengeance,RVR,de,1
Stand Together,DST,de,1
Staunch Defenders,8ED,de,1
Steam Frigate,P02,de,1
Steamcore Weird,DDJ,de,1
Steeling Stance,DIS,de,4
Steelshaper's Gift,CMM,de,1
Stinging Barrier,MMQ,de,1
Stinkweed Imp,RAV,de,1
Stoic Ephemera,GK2,de,2
Stone Rain,9ED,de,2
Stone Rain,MMQ,de,1
Stone Rain,P02,de,1
Storm Crow,9ED,de,1
Strands of Undeath,2X2,de,1
Strange Inversion,CHK,de,1
Street Savvy,DIS,de,1
Streetbreaker Wurm,GPT,de,1
Struggle for Sanity,CHK,de,1
"Student of Elements // Tobita, Master of Winds",CHK,de,2
Stun,10E,de,1
Summoner's Pact,TSR,de,1
Sunbeam Spellbomb,MRD,de,2
Sunforger,CMR,de,1
"Sunhome, Fortress of the Legion",OTC,de,1
Sunlance,TSR,de,1
Suntail Hawk,9ED,de,3
Surging Aether,CSP,de,6
Surging Dementia,CSP,de,1
Surging Sentinels,CSP,de,4
"Svogthos, the Restless Tomb",CM2,de,2
Swallowing Plague,CHK,de,2
Swell of Courage,DDF,de,1
Swift Silence,DIS,de,1
Swords to Plowshares,CST,de,1
Synchronous Sliver,PLC,de,1
Synod Centurion,DDF,de,3
Taj-Nar Swordsmith,C17,de,1
Talas Explorer,P02,de,1
Talas Researcher,P02,de,1
Talas Scout,P02,de,1
Talisman of Progress,M3C,de,1
Talruum Minotaur,BTD,de,1
Tangle Asp,5DN,de,1
Tangle Golem,DST,de,1
Tangle Spider,DST,de,2
Tanglewalker,DST,de,1
Teardrop Kami,BOK,de,3
Tears of Rage,DST,de,1
Tel-Jilad Chosen,MRD,de,1
Tel-Jilad Lifebreather,5DN,de,1
Tel-Jilad Outrider,DST,de,1
Tel-Jilad Wolf,DST,de,3
Telepathy,M10,de,2
Teller of Tales,CHK,de,1
Telling Time,GK1,de,3
"Tenza, Godo's Maul",DMC,de,1
Terraformer,RAV,de,1
Test of Faith,MMA,de,1
The Unspeakable,CHK,de,1
Thermopod,CSP,de,2
Thief of Hope,MM2,de,2
Thieving Magpie,8ED,de,2
Thieving Magpie,DMR,de,2
Thornweald Archer,FDN,de,1
Thought Prison,MRD,de,1
Thoughtbind,CHK,de,2
Threaten,ONS,en,1
Thrive,2X2,de,2
Thunderheads,GK1,de,2
Thundersong Trumpeter,MM3,de,1
Tibor and Lumia,GK1,de,1
Tidal Bore,MMQ,de,1
Tidal Surge,6ED,de,2
Tidespout Tyrant,RVR,de,1
Tidewater Minion,RAV,de,3
Tin Street Hooligan,GPT,de,1
Titanium Golem,MRD,de,1
To Arms!,RVR,de,2
"Tomorrow, Azami's Familiar",BOK,de,1
Torpid Moloch,RAV,de,3
Torrent of Fire,SCG,de,1
Train of Thought,DDJ,de,6
Trained Armodon,DPA,de,1
Transguild Courier,DMC,de,1
Tresserhorn Skyknight,CSP,de,1
Trinket Mage,DDF,de,3
Trophy Hunter,RAV,de,1
Tundra Wolves,10E,de,2
Uba Mask,CHK,de,2
Uktabi Drake,TSR,de,2
